                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3016,                 2.2211,                   1.68,                0.46213,                0.41011,                0.39669,                0.15796,                  1.599,                 2.7068,                 2.0132,             0.00065591,             0.00065591,             0.00065591
